@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE cidade {VITORIA}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE estado {'ESPIRITO SANTO'}
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday}

@DATA
554,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Paper Plate",1.87,"BRINQUEDOS","2016-07-23T21:00:00-03:00",23,7,"Saturday"
555,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Mediocre Iron Bag",31.7,"DECORACAO","2016-08-13T21:00:00-03:00",13,8,"Saturday"
556,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Enormous Marble Clock",38.13,"CELULARES E TELEFONIA","2016-03-26T21:00:00-03:00",26,3,"Saturday"
557,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Wooden Computer",81.26,"BRINQUEDOS","2016-06-28T21:00:00-03:00",28,6,"Tuesday"
558,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Marble Pants",10.58,"CELULARES E TELEFONIA","2016-11-13T22:00:00-02:00",13,11,"Sunday"
559,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Aluminum Plate",65.71,"INFORMATICA","2016-10-02T21:00:00-03:00",2,10,"Sunday"
560,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Cotton Plate",11.59,"ELETRODOMESTICOS","2016-02-17T22:00:00-02:00",17,2,"Wednesday"
561,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Leather Computer",77.34,"BRINQUEDOS","2016-01-13T22:00:00-02:00",13,1,"Wednesday"
562,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Durable Iron Chair",2.36,"BELEZA E PERFUMARIA","2016-07-19T21:00:00-03:00",19,7,"Tuesday"
563,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Ergonomic Concrete Car",85.6,"BELEZA E PERFUMARIA","2016-07-23T21:00:00-03:00",23,7,"Saturday"
564,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Copper Clock",34.13,"BRINQUEDOS","2016-07-29T21:00:00-03:00",29,7,"Friday"
565,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Aluminum Watch",66.37,"ELETRODOMESTICOS","2016-02-05T22:00:00-02:00",5,2,"Friday"
566,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Fantastic Iron Knife",89.33,"BRINQUEDOS","2016-10-08T21:00:00-03:00",8,10,"Saturday"
567,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Paper Gloves",75.73,"INFORMATICA","2016-02-20T22:00:00-02:00",20,2,"Saturday"
568,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Rubber Bag",12.55,"ELETRODOMESTICOS","2016-12-30T22:00:00-02:00",30,12,"Friday"
569,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Copper Knife",81.51,"GAMES","2016-08-12T21:00:00-03:00",12,8,"Friday"
570,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Linen Keyboard",31.59,"BELEZA E PERFUMARIA","2016-09-14T21:00:00-03:00",14,9,"Wednesday"
571,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Wool Bottle",16.81,"GAMES","2016-01-02T22:00:00-02:00",2,1,"Saturday"
572,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Iron Plate",11.87,"BRINQUEDOS","2016-12-02T22:00:00-02:00",2,12,"Friday"
573,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Granite Chair",11.95,"INFORMATICA","2016-07-23T21:00:00-03:00",23,7,"Saturday"
574,"F","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Bronze Shirt",49.54,"BELEZA E PERFUMARIA","2016-02-20T22:00:00-02:00",20,2,"Saturday"
575,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Aluminum Pants",23.6,"ELETRODOMESTICOS","2016-07-03T21:00:00-03:00",3,7,"Sunday"
576,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Silk Coat",65.7,"BRINQUEDOS","2016-05-30T21:00:00-03:00",30,5,"Monday"
577,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Aerodynamic Leather Lamp",12.31,"INFORMATICA","2016-10-07T21:00:00-03:00",7,10,"Friday"
578,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Iron Clock",10.28,"BRINQUEDOS","2016-01-07T22:00:00-02:00",7,1,"Thursday"
579,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Sleek Bronze Lamp",75.45,"GAMES","2016-02-19T22:00:00-02:00",19,2,"Friday"
580,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Marble Coat",12.58,"BELEZA E PERFUMARIA","2016-10-22T22:00:00-02:00",22,10,"Saturday"
581,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Cotton Car",64.91,"INFORMATICA","2016-10-08T21:00:00-03:00",8,10,"Saturday"
582,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Paper Chair",39.65,"INFORMATICA","2016-01-03T22:00:00-02:00",3,1,"Sunday"
583,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Paper Chair",9.67,"DECORACAO","2016-11-26T22:00:00-02:00",26,11,"Saturday"
584,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Steel Knife",2.78,"BELEZA E PERFUMARIA","2016-09-29T21:00:00-03:00",29,9,"Thursday"
585,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Wooden Shirt",26.05,"BRINQUEDOS","2016-01-30T22:00:00-02:00",30,1,"Saturday"
586,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Incredible Plastic Pants",92.83,"ELETRODOMESTICOS","2016-07-16T21:00:00-03:00",16,7,"Saturday"
587,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Wool Clock",91.62,"GAMES","2016-01-27T22:00:00-02:00",27,1,"Wednesday"
588,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Paper Shirt",28.23,"BELEZA E PERFUMARIA","2016-02-05T22:00:00-02:00",5,2,"Friday"
589,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Copper Coat",58.55,"BELEZA E PERFUMARIA","2016-12-17T22:00:00-02:00",17,12,"Saturday"
590,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Marble Hat",8.41,"BELEZA E PERFUMARIA","2016-10-11T22:00:00-02:00",11,10,"Tuesday"
591,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Steel Clock",18.18,"BELEZA E PERFUMARIA","2016-12-04T22:00:00-02:00",4,12,"Sunday"
592,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Incredible Bronze Computer",8.21,"BRINQUEDOS","2016-10-14T22:00:00-02:00",14,10,"Friday"
593,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Cotton Watch",35.12,"CELULARES E TELEFONIA","2016-04-30T21:00:00-03:00",30,4,"Saturday"
594,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Cotton Lamp",98.01,"ELETRODOMESTICOS","2016-07-08T21:00:00-03:00",8,7,"Friday"
595,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Iron Clock",15.29,"BRINQUEDOS","2016-04-21T21:00:00-03:00",21,4,"Thursday"
596,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Plastic Table",71.72,"GAMES","2016-05-14T21:00:00-03:00",14,5,"Saturday"
597,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Cotton Car",68.66,"DECORACAO","2016-08-29T21:00:00-03:00",29,8,"Monday"
598,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Granite Pants",64.18,"BRINQUEDOS","2016-02-04T22:00:00-02:00",4,2,"Thursday"
599,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Cotton Lamp",18.9,"BRINQUEDOS","2016-11-07T22:00:00-02:00",7,11,"Monday"
600,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Leather Clock",32.24,"DECORACAO","2016-06-12T21:00:00-03:00",12,6,"Sunday"
601,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Cotton Plate",81.41,"CELULARES E TELEFONIA","2016-09-24T21:00:00-03:00",24,9,"Saturday"
602,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Concrete Hat",61.98,"LIVROS","2016-08-14T21:00:00-03:00",14,8,"Sunday"
603,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Cotton Bottle",55.1,"BRINQUEDOS","2016-06-04T21:00:00-03:00",4,6,"Saturday"
604,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Wool Pants",85.59,"BRINQUEDOS","2016-02-14T22:00:00-02:00",14,2,"Sunday"
605,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Leather Coat",76.67,"GAMES","2016-01-02T22:00:00-02:00",2,1,"Saturday"
606,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Leather Pants",25.91,"BRINQUEDOS","2016-11-08T22:00:00-02:00",8,11,"Tuesday"
607,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Silk Clock",53.92,"GAMES","2016-11-19T22:00:00-02:00",19,11,"Saturday"
608,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Wool Computer",87.05,"BELEZA E PERFUMARIA","2016-09-03T21:00:00-03:00",3,9,"Saturday"
609,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Aluminum Watch",8.61,"GAMES","2016-05-19T21:00:00-03:00",19,5,"Thursday"
610,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Bronze Chair",70.08,"BRINQUEDOS","2016-02-27T21:00:00-03:00",27,2,"Saturday"
611,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Plastic Coat",51.18,"INFORMATICA","2016-11-05T22:00:00-02:00",5,11,"Saturday"
612,"F","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Plastic Keyboard",92.69,"BELEZA E PERFUMARIA","2016-02-20T22:00:00-02:00",20,2,"Saturday"
613,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Concrete Gloves",50.32,"CELULARES E TELEFONIA","2016-09-24T21:00:00-03:00",24,9,"Saturday"
614,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Granite Chair",8.17,"GAMES","2016-01-16T22:00:00-02:00",16,1,"Saturday"
615,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Lightweight Plastic Bench",98.29,"DECORACAO","2016-10-22T22:00:00-02:00",22,10,"Saturday"
616,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Granite Hat",72.15,"DECORACAO","2016-05-27T21:00:00-03:00",27,5,"Friday"
617,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Rubber Plate",67.71,"BRINQUEDOS","2016-12-06T22:00:00-02:00",6,12,"Tuesday"
618,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Iron Chair",55.56,"CELULARES E TELEFONIA","2016-09-24T21:00:00-03:00",24,9,"Saturday"
619,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Synergistic Iron Plate",40.1,"BRINQUEDOS","2016-02-16T22:00:00-02:00",16,2,"Tuesday"
620,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Granite Car",25.21,"BRINQUEDOS","2016-02-19T22:00:00-02:00",19,2,"Friday"
621,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Granite Watch",95.68,"BELEZA E PERFUMARIA","2016-01-03T22:00:00-02:00",3,1,"Sunday"
622,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Fantastic Bronze Keyboard",53.98,"LIVROS","2016-06-17T21:00:00-03:00",17,6,"Friday"
623,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Bronze Keyboard",43.09,"LIVROS","2016-02-06T22:00:00-02:00",6,2,"Saturday"
624,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Marble Clock",4.79,"GAMES","2016-01-13T22:00:00-02:00",13,1,"Wednesday"
625,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Steel Knife",10.02,"GAMES","2016-05-14T21:00:00-03:00",14,5,"Saturday"
626,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Concrete Bag",28.39,"ELETRODOMESTICOS","2016-01-25T22:00:00-02:00",25,1,"Monday"
627,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Plastic Lamp",9.7,"BELEZA E PERFUMARIA","2016-06-17T21:00:00-03:00",17,6,"Friday"
628,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Concrete Wallet",0.18,"BELEZA E PERFUMARIA","2016-05-29T21:00:00-03:00",29,5,"Sunday"
629,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Bronze Bottle",76.48,"INFORMATICA","2016-02-24T21:00:00-03:00",24,2,"Wednesday"
630,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Aerodynamic Plastic Plate",11,"BRINQUEDOS","2016-07-01T21:00:00-03:00",1,7,"Friday"
631,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Cotton Lamp",83.02,"INFORMATICA","2016-07-31T21:00:00-03:00",31,7,"Sunday"
632,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Wool Knife",97.84,"BRINQUEDOS","2016-11-24T22:00:00-02:00",24,11,"Thursday"
633,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Copper Gloves",68.47,"ELETRODOMESTICOS","2016-10-22T22:00:00-02:00",22,10,"Saturday"
634,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Cotton Shirt",2.03,"BELEZA E PERFUMARIA","2016-03-20T21:00:00-03:00",20,3,"Sunday"
635,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Rubber Shirt",59.51,"BRINQUEDOS","2016-09-17T21:00:00-03:00",17,9,"Saturday"
636,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Concrete Chair",70.23,"BELEZA E PERFUMARIA","2016-04-28T21:00:00-03:00",28,4,"Thursday"
637,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Wool Car",22.8,"BRINQUEDOS","2016-12-15T22:00:00-02:00",15,12,"Thursday"
638,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Cotton Lamp",59.03,"GAMES","2016-02-18T22:00:00-02:00",18,2,"Thursday"
639,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Wooden Car",73.72,"ELETRODOMESTICOS","2016-06-01T21:00:00-03:00",1,6,"Wednesday"
640,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Sleek Silk Car",6.18,"BRINQUEDOS","2016-04-16T21:00:00-03:00",16,4,"Saturday"
641,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Iron Pants",88.33,"BRINQUEDOS","2016-03-27T21:00:00-03:00",27,3,"Sunday"
642,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Linen Hat",11.55,"BRINQUEDOS","2016-07-27T21:00:00-03:00",27,7,"Wednesday"
643,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Leather Hat",35.42,"DECORACAO","2016-06-16T21:00:00-03:00",16,6,"Thursday"
644,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Enormous Wooden Lamp",96.68,"BRINQUEDOS","2016-11-26T22:00:00-02:00",26,11,"Saturday"
645,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Plastic Coat",39.12,"BRINQUEDOS","2016-05-07T21:00:00-03:00",7,5,"Saturday"
646,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Wooden Keyboard",86.68,"BRINQUEDOS","2016-07-02T21:00:00-03:00",2,7,"Saturday"
647,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Rubber Shoes",3.19,"BRINQUEDOS","2016-02-17T22:00:00-02:00",17,2,"Wednesday"
648,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Aluminum Table",88.41,"BRINQUEDOS","2016-11-15T22:00:00-02:00",15,11,"Tuesday"
649,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Cotton Car",33.69,"BRINQUEDOS","2016-08-03T21:00:00-03:00",3,8,"Wednesday"
650,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Aluminum Knife",67.88,"BELEZA E PERFUMARIA","2016-05-21T21:00:00-03:00",21,5,"Saturday"
651,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Fantastic Rubber Bottle",44.78,"LIVROS","2016-10-19T22:00:00-02:00",19,10,"Wednesday"
652,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Aluminum Bag",81.81,"LIVROS","2016-05-14T21:00:00-03:00",14,5,"Saturday"
653,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Granite Car",79.19,"GAMES","2016-11-19T22:00:00-02:00",19,11,"Saturday"
654,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Iron Keyboard",93.63,"BELEZA E PERFUMARIA","2016-09-18T21:00:00-03:00",18,9,"Sunday"
655,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Cotton Computer",96.93,"ELETRODOMESTICOS","2016-01-26T22:00:00-02:00",26,1,"Tuesday"
656,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Enormous Aluminum Bottle",68.23,"BELEZA E PERFUMARIA","2016-05-27T21:00:00-03:00",27,5,"Friday"
657,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Iron Bag",13.85,"BRINQUEDOS","2016-10-15T22:00:00-02:00",15,10,"Saturday"
658,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Steel Wallet",34.41,"BRINQUEDOS","2016-12-09T22:00:00-02:00",9,12,"Friday"
659,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Synergistic Concrete Chair",9.99,"INFORMATICA","2016-11-09T22:00:00-02:00",9,11,"Wednesday"
660,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Steel Pants",66.59,"BRINQUEDOS","2016-10-28T22:00:00-02:00",28,10,"Friday"
661,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Iron Shoes",22.76,"LIVROS","2016-03-25T21:00:00-03:00",25,3,"Friday"
662,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Silk Coat",27.63,"GAMES","2016-04-13T21:00:00-03:00",13,4,"Wednesday"
663,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Bronze Watch",68.81,"GAMES","2016-04-13T21:00:00-03:00",13,4,"Wednesday"
664,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Wool Pants",49.96,"INFORMATICA","2016-10-29T22:00:00-02:00",29,10,"Saturday"
665,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Concrete Chair",27.15,"GAMES","2016-06-24T21:00:00-03:00",24,6,"Friday"
666,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Marble Coat",56.33,"INFORMATICA","2016-08-13T21:00:00-03:00",13,8,"Saturday"
667,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Linen Clock",81.77,"BRINQUEDOS","2016-05-29T21:00:00-03:00",29,5,"Sunday"
668,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Bronze Shirt",77.21,"DECORACAO","2016-09-10T21:00:00-03:00",10,9,"Saturday"
669,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Aerodynamic Bronze Wallet",3.91,"BRINQUEDOS","2016-09-17T21:00:00-03:00",17,9,"Saturday"
670,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Wool Bag",9.03,"BELEZA E PERFUMARIA","2016-08-20T21:00:00-03:00",20,8,"Saturday"
671,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Iron Gloves",62.09,"DECORACAO","2016-09-30T21:00:00-03:00",30,9,"Friday"
672,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Bronze Car",59.21,"GAMES","2016-07-23T21:00:00-03:00",23,7,"Saturday"
673,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Wool Lamp",5.92,"GAMES","2016-05-14T21:00:00-03:00",14,5,"Saturday"
674,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Wool Bench",24.53,"GAMES","2016-01-28T22:00:00-02:00",28,1,"Thursday"
675,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Linen Pants",99.45,"GAMES","2016-06-04T21:00:00-03:00",4,6,"Saturday"
676,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Linen Watch",89.77,"GAMES","2016-10-21T22:00:00-02:00",21,10,"Friday"
677,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Wool Knife",27.13,"BRINQUEDOS","2016-04-23T21:00:00-03:00",23,4,"Saturday"
678,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Plastic Bottle",28.7,"GAMES","2016-07-16T21:00:00-03:00",16,7,"Saturday"
679,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Leather Coat",61.23,"ELETRODOMESTICOS","2016-05-20T21:00:00-03:00",20,5,"Friday"
680,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Steel Car",34.74,"LIVROS","2016-05-20T21:00:00-03:00",20,5,"Friday"
681,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Wool Table",61.32,"INFORMATICA","2016-09-29T21:00:00-03:00",29,9,"Thursday"
682,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Copper Car",65.88,"GAMES","2016-03-17T21:00:00-03:00",17,3,"Thursday"
683,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Copper Knife",60.54,"INFORMATICA","2016-10-01T21:00:00-03:00",1,10,"Saturday"
684,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Paper Bag",72.59,"INFORMATICA","2016-10-14T22:00:00-02:00",14,10,"Friday"
685,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Wooden Lamp",65.42,"BELEZA E PERFUMARIA","2016-10-23T22:00:00-02:00",23,10,"Sunday"
686,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Plastic Coat",58.76,"BRINQUEDOS","2016-05-14T21:00:00-03:00",14,5,"Saturday"
687,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Paper Lamp",74.94,"INFORMATICA","2016-09-09T21:00:00-03:00",9,9,"Friday"
688,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Paper Car",74.39,"GAMES","2016-06-26T21:00:00-03:00",26,6,"Sunday"
689,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Mediocre Steel Wallet",64.94,"INFORMATICA","2016-08-20T21:00:00-03:00",20,8,"Saturday"
690,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Enormous Concrete Table",67.46,"BRINQUEDOS","2016-03-04T21:00:00-03:00",4,3,"Friday"
691,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Leather Clock",4.67,"INFORMATICA","2016-08-12T21:00:00-03:00",12,8,"Friday"
692,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Linen Pants",7.77,"GAMES","2016-10-22T22:00:00-02:00",22,10,"Saturday"
693,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Leather Watch",28.93,"BELEZA E PERFUMARIA","2016-07-01T21:00:00-03:00",1,7,"Friday"
